INCIDENT_NUMBER,SR_CREATION_CHANNEL,INCIDENT_ADDRESS,STATUS,GROUP_NAME,NAME,INCIDENT_DATE,ATTRIBUTE5,ATTRIBUTE6
317536,AGENT,MERCHANT'S ROAD EAST WALL,CLOSED,Central Area Office,Illegal Dumping,18/10/2011,317982,234975
317746,AGENT,SCHOOL AVENUE ARTANE,CLOSED,North Central Area Office,Illegal Dumping,18/10/2011,319430,238052
318846,AGENT,BANGOR ROAD CRUMLIN 37,CLOSED,South Central Area Office,Illegal Dumping,20/10/2011,712989.20,732040.18
317866,AGENT,BOLTON STREET 37,CLOSED,Central Area Office,Illegal Dumping,18/10/2011,715241.94,734991.89
318138,AGENT,MAXWELL STREET 1,CLOSED,South Central Area Office,Illegal Dumping,19/10/2011,714104.31,733141.61
317874,AGENT,BALLYMUN ROAD GLASNEVIN 96 ARD SOLUIS,CLOSED,North West Area Office,Illegal Dumping,18/10/2011,715407.97,738095.71
326960,AGENT,CALDERWOOD AVENUE DRUMCONDRA 1-3 APARTMENT 1,CLOSED,North Central Area Office,Illegal Dumping,07/11/2011,717149.95,737614.42
317876,AGENT,FERGUSON ROAD DRUMCONDRA,CLOSED,Central Area Office,Illegal Dumping,18/10/2011,315871,236949
326118,AGENT,AVENUE ROAD 36/37,CLOSED,South East Area Office,Illegal Dumping,04/11/2011,715176.10,732600.09
319366,AGENT,SALLYMOUNT AVENUE RANELAGH,CLOSED,South East Area Office,Illegal Dumping,21/10/2011,316610,232000
319620,AGENT,SUNDRIVE PARK CRUMLIN 23,CLOSED,South Central Area Office,Illegal Dumping,21/10/2011,713830.59,731463.93
324904,AGENT,CLANWILLIAM TERRACE GRAND CANAL QUAY DUBLIN 2,CLOSED,South East Area Office,Illegal Dumping,02/11/2011,317318,233554
324578,AGENT,COMERAGH ROAD DRIMNAGH,CLOSED,South Central Area Office,Illegal Dumping,01/11/2011,311447,231889
316854,AGENT,RAVENSDALE PARK KIMMAGE,CLOSED,South Central Area Office,Illegal Dumping,17/10/2011,313263,230615
327168,AGENT,RANELAGH ROAD RANELAGH,CLOSED,South East Area Office,Illegal Dumping,07/11/2011,315951,232000
317790,AGENT,ENNISKERRY ROAD PHIBSBOROUGH,CLOSED,Central Area Office,Illegal Dumping,18/10/2011,315073,236164
327882,AGENT,LOMOND AVENUE FAIRVIEW,CLOSED,North Central Area Office,Illegal Dumping,09/11/2011,317105,236527
327816,AGENT,RATHVILLY DRIVE FINGLAS SOUTH,CLOSED,North West Area Office,Illegal Dumping,08/11/2011,312043,238068
319368,AGENT,TERENURE ROAD NORTH TERENURE 120,CLOSED,Waste Management,Illegal Dumping,21/10/2011,714391.69,730298.46
319388,AGENT,BALBUTCHER LANE POPPINTREE,CLOSED,North West Area Office,Illegal Dumping,21/10/2011,314324,239971
320708,AGENT,BLUEBELL ROAD BLUEBELL 63A,CLOSED,South Central Area Office,Illegal Dumping,24/10/2011,710908.06,732397.95
320718,AGENT,SHANLISS ROAD SANTRY 171,CLOSED,North West Area Office,Illegal Dumping,24/10/2011,715592.59,739394.29
320732,AGENT,ASHFIELD AVENUE RANELAGH 7 ROSE COTTAGE,CLOSED,South East Area Office,Illegal Dumping,24/10/2011,716454.10,731773.81
327088,AGENT,BARRY DRIVE FINGLAS WEST,CLOSED,North West Area Office,Illegal Dumping,07/11/2011,312130,239692
326344,AGENT,WHITETHORN AVENUE ARTANE,CLOSED,North Central Area Office,Illegal Dumping,04/11/2011,318384,238339
320452,AGENT,BALLYGALL CRESCENT FINGLAS EAST,CLOSED,North West Area Office,Illegal Dumping,24/10/2011,313465,238476
327200,AGENT,TEMPLE LANE SOUTH 3,CLOSED,South East Area Office,Illegal Dumping,07/11/2011,715571.51,734109.65
318212,AGENT,PORTLAND PLACE DUBLIN 1,CLOSED,Central Area Office,Illegal Dumping,19/10/2011,315900,235852
317800,AGENT,ASHDALE ROAD TERENURE,CLOSED,South Central Area Office,Illegal Dumping,18/10/2011,314246,230524
318656,AGENT,SUNDRIVE ROAD CRUMLIN 138,CLOSED,Waste Management,Illegal Dumping,20/10/2011,713489.81,731808.18
319520,AGENT,MAYOR STREET UPPER NORTH WALL 1,CLOSED,Central Area Office,Illegal Dumping,21/10/2011,717450.83,734630.93
319602,AGENT,YORK ROAD RATHMINES 5,CLOSED,South East Area Office,Illegal Dumping,21/10/2011,715498.06,731226.16
318706,AGENT,BREMEN ROAD RINGSEND 38,CLOSED,South East Area Office,Illegal Dumping,20/10/2011,718697.13,733684.72
316878,AGENT,SAINT TERESA'S PLACE GLASNEVIN,CLOSED,Central Area Office,Illegal Dumping,17/10/2011,315100,236751
316880,AGENT,BOTANIC MEWS PROSPECT AVENUE GLASNEVIN,CLOSED,Central Area Office,Illegal Dumping,17/10/2011,315129,236729
325872,AGENT,GROSVENOR ROAD RATHGAR 33,CLOSED,South East Area Office,Illegal Dumping,03/11/2011,715191.72,731092.12
315792,AGENT,BLARNEY PARK CRUMLIN 85,CLOSED,South Central Area Office,Illegal Dumping,14/10/2011,713711.83,731306.28
317516,AGENT,CHARLEMONT ROAD CLONTARF,CLOSED,North Central Area Office,Illegal Dumping,18/10/2011,318022,236464
324950,AGENT,CHERRY ORCHARD AVENUE BALLYFERMOT 29,CLOSED,South Central Area Office,Illegal Dumping,02/11/2011,708763.69,732967.51
318096,AGENT,COOLGARIFF ROAD BEAUMONT,CLOSED,North Central Area Office,Illegal Dumping,19/10/2011,317411,238937
327584,AGENT,BUSHES LANE GROSVENOR VILLAS RATHGAR 67A,CLOSED,South East Area Office,Illegal Dumping,08/11/2011,715019.94,731103.89
325812,AGENT,BELMONT AVENUE DONNYBROOK,CLOSED,South East Area Office,Illegal Dumping,03/11/2011,317110,231336
318192,AGENT,AIKENHEAD TERRACE STELLA GARDENS RINGSEND,CLOSED,South East Area Office,Illegal Dumping,19/10/2011,318133,233464
318864,AGENT,LARKFIELD AVENUE KIMMAGE 22,CLOSED,South Central Area Office,Illegal Dumping,20/10/2011,714096.55,731247.27
325168,AGENT,SEAVIEW AVENUE EAST EAST WALL 1,CLOSED,Central Area Office,Illegal Dumping,02/11/2011,717557.62,735449.01
320668,AGENT,AUNGIER STREET 81,CLOSED,South East Area Office,Illegal Dumping,24/10/2011,715495.31,733747.19
317556,AGENT,RATHDOWN DRIVE TERENURE 4,CLOSED,BMO,Illegal Dumping,18/10/2011,713970.63,729752.50
318158,AGENT,NEVILLE ROAD RATHMINES,CLOSED,South East Area Office,Illegal Dumping,19/10/2011,315485,230560
324760,AGENT,SANDYMOUNT AVENUE BALLSBRIDGE 41 GILFORD HOUSE,CLOSED,South East Area Office,Illegal Dumping,01/11/2011,718638.73,732399.19
317744,AGENT,PEMBROKE LANE BALLSBRIDGE 33,CLOSED,South East Area Office,Illegal Dumping,18/10/2011,717152.79,732718.45
327704,AGENT,GURTEEN PARK BALLYFERMOT,CLOSED,South Central Area Office,Illegal Dumping,08/11/2011,309095,233854
317212,AGENT,CHARLEMONT ROAD CLONTARF,CLOSED,North Central Area Office,Illegal Dumping,17/10/2011,318022,236464
318168,AGENT,STANNAWAY ROAD CRUMLIN 8,CLOSED,Waste Management,Illegal Dumping,19/10/2011,713575.17,731553.75
327544,AGENT,MYRA CLOSE INCHICORE 5,CLOSED,South Central Area Office,Illegal Dumping,08/11/2011,712324.91,733648.79
318724,AGENT,BLUEBELL AVENUE BLUEBELL,CLOSED,Waste Management,Illegal Dumping,20/10/2011,309698,232058
327134,AGENT,BALLYGALL ROAD WEST FINGLAS EAST,CLOSED,North West Area Office,Illegal Dumping,07/11/2011,313315,238811
319300,AGENT,BERKELEY ROAD PHIBSBOROUGH,CLOSED,Central Area Office,Illegal Dumping,21/10/2011,315241,235548
319304,AGENT,PEMBROKE PLACE 1,CLOSED,South East Area Office,Illegal Dumping,21/10/2011,716310.49,732989.58
319360,AGENT,CONVENT LAWNS BALLYFERMOT,CLOSED,Parks,Illegal Dumping,21/10/2011,309983,233860
316964,AGENT,MOUNTPLEASANT PLACE RANELAGH,CLOSED,South East Area Office,Illegal Dumping,17/10/2011,315986,232031
316972,AGENT,MANGERTON ROAD DRIMNAGH 92,CLOSED,South Central Area Office,Illegal Dumping,17/10/2011,711340.48,732168.57
317758,AGENT,STABLE LANE 1 HOLY CHILD CONVENT,CLOSED,South East Area Office,Illegal Dumping,18/10/2011,715724.32,733060.77
318992,AGENT,SUNDRIVE ROAD CRUMLIN,CLOSED,Waste Management,Illegal Dumping,20/10/2011,313424,231247
324574,AGENT,BLUEBELL AVENUE BLUEBELL,CLOSED,South Central Area Office,Illegal Dumping,01/11/2011,309698,232058
327884,AGENT,FOYLE ROAD FAIRVIEW,CLOSED,North Central Area Office,Illegal Dumping,09/11/2011,317114,236575
317642,AGENT,FITZWILLIAM LANE 69,CLOSED,South East Area Office,Illegal Dumping,18/10/2011,716518.03,733430.08
317658,AGENT,SANDYHILL WAY BALLYMUN 9,CLOSED,North West Area Office,Illegal Dumping,18/10/2011,714863.51,739995.13
326330,AGENT,BOTANIC ROAD GLASNEVIN,CLOSED,Central Area Office,Illegal Dumping,04/11/2011,315119,236447
325786,AGENT,CLONMELLON GROVE DONAGHMEDE 8,CLOSED,North Central Area Office,Illegal Dumping,03/11/2011,721564.44,740214.14
317720,AGENT,LOMOND AVENUE FAIRVIEW 2,CLOSED,North Central Area Office,Illegal Dumping,18/10/2011,717105.37,736541.24
317722,AGENT,INVERNESS ROAD FAIRVIEW,CLOSED,North Central Area Office,Illegal Dumping,18/10/2011,317050,236411
325214,AGENT,SAUL ROAD CRUMLIN,CLOSED,Waste Management,Illegal Dumping,02/11/2011,313172,231859
318316,AGENT,BRIDE STREET DUBLIN 8,CLOSED,South East Area Office,Illegal Dumping,19/10/2011,315272,233364
326858,AGENT,DORSET STREET LOWER 97,CLOSED,Central Area Office,Illegal Dumping,07/11/2011,715636.85,735677.84
324580,AGENT,VIOLET HILL DRIVE GLASNEVIN 47,CLOSED,Central Area Office,Illegal Dumping,01/11/2011,714159.55,737558.25
317462,AGENT,EMMET ROAD INCHICORE,CLOSED,South Central Area Office,Illegal Dumping,18/10/2011,311881,233415
324526,AGENT,LE FANU ROAD BALLYFERMOT 396,CLOSED,South Central Area Office,Illegal Dumping,01/11/2011,709636.86,733104.81
317550,AGENT,PERCY FRENCH ROAD WALKINSTOWN,CLOSED,South Central Area Office,Illegal Dumping,18/10/2011,311830,231059
327776,AGENT,WOODHAZEL CLOSE BALLYMUN 32,CLOSED,North West Area Office,Illegal Dumping,08/11/2011,715647.34,739934.81
318352,AGENT,GLASNEVIN DOWNS GLASNEVIN,CLOSED,North West Area Office,Illegal Dumping,19/10/2011,314013,237797
318434,AGENT,BOTANIC AVENUE DRUMCONDRA,CLOSED,Central Area Office,Illegal Dumping,19/10/2011,315294,236656
326982,AGENT,GLASNEVIN DOWNS GLASNEVIN,CLOSED,North West Area Office,Illegal Dumping,07/11/2011,314013,237797
325666,AGENT,TERENURE PARK TERENURE,CLOSED,South Central Area Office,Illegal Dumping,03/11/2011,314258,230187
320670,AGENT,JAMESTOWN COURT JAMESTOWN ROAD INCHICORE,CLOSED,South Central Area Office,Illegal Dumping,24/10/2011,311247,232851
325578,AGENT,BUSHES LANE GROSVENOR VILLAS RATHGAR,CLOSED,South East Area Office,Illegal Dumping,03/11/2011,315083,231070
327056,AGENT,HADDINGTON ROAD BEGGAR'S BUSH BALLSBRIDGE,CLOSED,South East Area Office,Illegal Dumping,07/11/2011,316951,232941
320586,AGENT,LISSADEL DRIVE DRIMNAGH 15,CLOSED,South Central Area Office,Illegal Dumping,24/10/2011,712305.58,732539.20
308888,AGENT,CLONMACNOISE ROAD CRUMLIN 119,CLOSED,South Central Area Office,Illegal Dumping,29/09/2011,713209.95,731493.06
333124,AGENT,WARRENMOUNT PLACE 10,CLOSED,South East Area Office,Illegal Dumping,22/11/2011,714832.06,733140.86
328524,AGENT,BROOKFIELD KIMMAGE 67,CLOSED,South Central Area Office,Illegal Dumping,10/11/2011,713238.76,730562.50
328494,AGENT,BELGRAVE ROAD RATHMINES 1,CLOSED,South East Area Office,Illegal Dumping,10/11/2011,715941.62,731450.42
328296,AGENT,NORTH CIRCULAR ROAD 103 SAINT TERESAS,CLOSED,Central Area Office,Illegal Dumping,10/11/2011,713598.81,735264.72
305236,AGENT,WALKINSTOWN ROAD WALKINSTOWN,CLOSED,South Central Area Office,Illegal Dumping,21/09/2011,311149,230918
331030,AGENT,BALLYGALL CRESCENT FINGLAS EAST 79,CLOSED,North West Area Office,Illegal Dumping,17/11/2011,713668.48,738587.75
308582,AGENT,RICHMOND CRESCENT DUBLIN 1,CLOSED,Central Area Office,Illegal Dumping,28/09/2011,316645,235627
308306,AGENT,PHOENIX MANOR CABRA,CLOSED,Central Area Office,Illegal Dumping,28/09/2011,313612,235326
329588,AGENT,TEMPLE BAR 3,CLOSED,South East Area Office,Illegal Dumping,14/11/2011,715580.92,734225.99
330118,AGENT,HOLYWELL ROAD DONAGHMEDE 51A,CLOSED,North Central Area Office,Illegal Dumping,15/11/2011,722308.19,739612.39
306158,AGENT,MANOR PLACE ARBOUR HILL 31,CLOSED,Central Area Office,Illegal Dumping,23/09/2011,714052.67,734822.34
328070,AGENT,CLONMORE ROAD BALLYBOUGH,CLOSED,Central Area Office,Illegal Dumping,09/11/2011,316787,235603
330998,AGENT,RATHGAR AVENUE RATHGAR,CLOSED,South East Area Office,Illegal Dumping,17/11/2011,314728,230434
308942,AGENT,CLONMACNOISE ROAD CRUMLIN,CLOSED,South Central Area Office,Illegal Dumping,29/09/2011,312993,231357
330924,AGENT,TERENURE ROAD NORTH TERENURE,CLOSED,South East Area Office,Illegal Dumping,17/11/2011,314461,230188
305476,AGENT,HAVELOCK SQUARE SANDYMOUNT,CLOSED,South East Area Office,Illegal Dumping,22/09/2011,317933,233162
305654,AGENT,TURLOGH GARDENS FAIRVIEW,CLOSED,North Central Area Office,Illegal Dumping,22/09/2011,317135,236293
306230,AGENT,SILLOGE GARDENS BALLYMUN 111,CLOSED,North West Area Office,Illegal Dumping,23/09/2011,715307.29,739506.33
307954,AGENT,GARDINER PLACE 19,CLOSED,Central Area Office,Illegal Dumping,27/09/2011,715858.25,735463.47
307018,AGENT,FAIRLAWN ROAD FINGLAS SOUTH 104,CLOSED,North West Area Office,Illegal Dumping,26/09/2011,713489.64,738165.90
312086,AGENT,HARCOURT STREET 26,CLOSED,South East Area Office,Illegal Dumping,06/10/2011,715644.56,733115.34
308514,AGENT,ECCLES COURT PHIBSBOROUGH,CLOSED,Central Area Office,Illegal Dumping,28/09/2011,315657,235601
334206,AGENT,CREMONA ROAD BALLYFERMOT 151,CLOSED,South Central Area Office,Illegal Dumping,24/11/2011,710240.80,733319.62
306330,AGENT,STREAMVILLE CLOSE DONAGHMEDE,CLOSED,North Central Area Office,Illegal Dumping,23/09/2011,321650,239566
306858,AGENT,HOPE AVENUE NORTH STRAND,CLOSED,Central Area Office,Illegal Dumping,26/09/2011,317356,235711
308000,AGENT,HAROLD ROAD ARBOUR HILL,CLOSED,Central Area Office,Illegal Dumping,27/09/2011,314042,234817
308498,AGENT,BREMEN ROAD RINGSEND 37,CLOSED,South East Area Office,Illegal Dumping,28/09/2011,718693.69,733681.51
329752,AGENT,NORTH STRAND ROAD NORTH STRAND 121,CLOSED,Central Area Office,Illegal Dumping,14/11/2011,717100.02,735708.96
305782,AGENT,SUNDRIVE ROAD CRUMLIN,CLOSED,South Central Area Office,Illegal Dumping,22/09/2011,313424,231247
308716,AGENT,ALL SAINTS ROAD RAHENY,CLOSED,North Central Area Office,Illegal Dumping,28/09/2011,320483,237566
307744,AGENT,MOATFIELD ROAD COOLOCK 44,CLOSED,North Central Area Office,Illegal Dumping,27/09/2011,720267.36,739058.87
333464,AGENT,INNISFALLEN PARADE PHIBSBOROUGH 52,CLOSED,Central Area Office,Illegal Dumping,23/11/2011,715476.74,735969.14
307860,AGENT,MOYNE ROAD RATHMINES 8,CLOSED,South East Area Office,Illegal Dumping,27/09/2011,716200.19,731455.12
305554,AGENT,CHERRY ORCHARD PARK BALLYFERMOT,CLOSED,South Central Area Office,Illegal Dumping,22/09/2011,308517,232864
306970,AGENT,ATHLUMNEY VILLAS RANELAGH,CLOSED,South East Area Office,Illegal Dumping,26/09/2011,315899,232384
330240,AGENT,CARLINGFORD ROAD DRUMCONDRA 8,CLOSED,Central Area Office,Illegal Dumping,15/11/2011,715927.60,736577.50
330178,AGENT,MONTPELIER HILL ARBOUR HILL 79,CLOSED,Central Area Office,Illegal Dumping,15/11/2011,713837.12,734525.66
330168,AGENT,AVENUE ROAD 40,CLOSED,South East Area Office,Illegal Dumping,15/11/2011,715178.49,732620.46
308504,AGENT,AIRFIELD PARK DONNYBROOK,CLOSED,South East Area Office,Illegal Dumping,28/09/2011,318111,230759
329784,AGENT,IVAR STREET ARBOUR HILL 36,CLOSED,Central Area Office,Illegal Dumping,14/11/2011,714177.44,734913.83
311946,AGENT,AVONDALE ROAD PHIBSBOROUGH 24,CLOSED,Central Area Office,Illegal Dumping,05/10/2011,714707.21,735789.88
328472,AGENT,CROMCASTLE CLOSE COOLOCK 15,CLOSED,North Central Area Office,Illegal Dumping,10/11/2011,718329.52,739709.77
310638,AGENT,KILLESTER AVENUE KILLESTER,CLOSED,North Central Area Office,Illegal Dumping,03/10/2011,318960,237194
311770,AGENT,SALLYMOUNT AVENUE RANELAGH 1,CLOSED,South East Area Office,Illegal Dumping,05/10/2011,716448.21,731866.79
312006,AGENT,BENBURB STREET SMITHFIELD,CLOSED,Central Area Office,Illegal Dumping,05/10/2011,313933,234346
330388,AGENT,SAINT VINCENT STREET NORTH PHIBSBOROUGH 8,CLOSED,Central Area Office,Illegal Dumping,15/11/2011,715113.09,735764.47
330202,AGENT,COOLGREENA ROAD BEAUMONT,CLOSED,North Central Area Office,Illegal Dumping,15/11/2011,317705,238706
306920,AGENT,SAINT BRENDAN'S AVENUE ARTANE,CLOSED,North Central Area Office,Illegal Dumping,26/09/2011,319539,238422
330066,AGENT,FOYLE ROAD FAIRVIEW,CLOSED,North Central Area Office,Illegal Dumping,15/11/2011,317114,236575
311302,AGENT,DISTILLERY ROAD DRUMCONDRA,CLOSED,North Central Area Office,Illegal Dumping,04/10/2011,316641,236062
309074,AGENT,TRITONVILLE ROAD SANDYMOUNT 139,CLOSED,South East Area Office,Illegal Dumping,29/09/2011,718405.18,732843.23
328812,AGENT,PROSPECT SQUARE GLASNEVIN 6,CLOSED,Central Area Office,Illegal Dumping,11/11/2011,715008.45,736796.58
310544,AGENT,ADDISON ROAD FAIRVIEW,CLOSED,North Central Area Office,Illegal Dumping,03/10/2011,317220,236039
310690,AGENT,KNOWTH COURT BALLYMUN 83,CLOSED,North West Area Office,Illegal Dumping,03/10/2011,714627.76,740423.06
310692,AGENT,BLARNEY PARK CRUMLIN 89,CLOSED,South Central Area Office,Illegal Dumping,03/10/2011,713706.45,731333.84
310900,AGENT,RICHMOND COTTAGES NORTH 23,CLOSED,Central Area Office,Illegal Dumping,03/10/2011,716518.61,735595.38
328256,AGENT,NEW IRELAND ROAD RIALTO,CLOSED,South Central Area Office,Illegal Dumping,10/11/2011,313076,232995
311348,AGENT,BREMEN ROAD RINGSEND,CLOSED,South East Area Office,Illegal Dumping,04/10/2011,318736,233569
330068,AGENT,LOMOND AVENUE FAIRVIEW,CLOSED,North Central Area Office,Illegal Dumping,15/11/2011,317105,236527
311974,AGENT,HOLYWELL AVENUE DONAGHMEDE,CLOSED,North Central Area Office,Illegal Dumping,05/10/2011,322206,239611
308302,AGENT,PARKVIEW PLACE RINGSEND 8,CLOSED,South East Area Office,Illegal Dumping,28/09/2011,718083.69,733916.31
329474,AGENT,SOUTH CIRCULAR ROAD 173 SLIEVENAMON HOUSE,CLOSED,South Central Area Office,Illegal Dumping,14/11/2011,714413.57,732582.87
328678,AGENT,FITZWILLIAM LANE DUBLIN 2,CLOSED,South East Area Office,Illegal Dumping,11/11/2011,316430,233312
328530,AGENT,FINGLASWOOD ROAD FINGLAS WEST,CLOSED,North West Area Office,Illegal Dumping,10/11/2011,312621,238867
328526,AGENT,BARRY DRIVE FINGLAS WEST,CLOSED,North West Area Office,Illegal Dumping,10/11/2011,312130,239692
311050,AGENT,HAROLD'S CROSS ROAD HAROLD'S CROSS 289,CLOSED,South East Area Office,Illegal Dumping,04/10/2011,714579.44,730986.94
311054,AGENT,LORCAN O'TOOLE PARK CRUMLIN 12,CLOSED,South Central Area Office,Illegal Dumping,04/10/2011,712702.31,730728.60
330700,AGENT,DANIEL STREET 1,CLOSED,South East Area Office,Illegal Dumping,16/11/2011,714981.93,733017.68
311380,AGENT,RINGSEND ROAD RINGSEND,CLOSED,South East Area Office,Illegal Dumping,04/10/2011,317351,233795
311870,AGENT,DUNARD WALK CABRA 13,CLOSED,Central Area Office,Illegal Dumping,05/10/2011,712955.32,735627.35
311306,AGENT,SHERRARD AVENUE 40,CLOSED,Central Area Office,Illegal Dumping,04/10/2011,715874.60,735875.57
309066,AGENT,RUTLAND GROVE CRUMLIN 45,CLOSED,South Central Area Office,Illegal Dumping,29/09/2011,714037.36,731739.73
330646,AGENT,HERBERTON PARK RIALTO,CLOSED,South Central Area Office,Illegal Dumping,16/11/2011,313387,232936
309222,AGENT,COLLINS DRIVE FINGLAS EAST,CLOSED,North West Area Office,Illegal Dumping,29/09/2011,313810,238915
330608,AGENT,SYNGE STREET 44,CLOSED,South East Area Office,Illegal Dumping,16/11/2011,715439.12,732879.12
311740,AGENT,WARWICK TERRACE SALLYMOUNT AVENUE RANELAGH,CLOSED,South East Area Office,Illegal Dumping,05/10/2011,316642,232048
330094,AGENT,COOLGARIFF ROAD BEAUMONT 2,CLOSED,North Central Area Office,Illegal Dumping,15/11/2011,717331.27,739006.96
309652,AGENT,DARTMOUTH WALK RANELAGH 36,CLOSED,South East Area Office,Illegal Dumping,30/09/2011,716233.99,732648.53
329684,AGENT,RIALTO COTTAGES RIALTO 80,CLOSED,South Central Area Office,Illegal Dumping,14/11/2011,713436.54,733183.24
330680,AGENT,LANSDOWNE CRESCENT LANSDOWNE PARK BALLSBRIDGE,CLOSED,South East Area Office,Illegal Dumping,16/11/2011,317588,233059
333808,AGENT,WALSH ROAD DRUMCONDRA 140,CLOSED,Central Area Office,Illegal Dumping,23/11/2011,715694.99,737111.85
333116,AGENT,WARRENMOUNT PLACE 10,CLOSED,South East Area Office,Illegal Dumping,22/11/2011,714832.06,733140.86
302912,AGENT,MCAULEY DRIVE HARMONSTOWN 33,CLOSED,North Central Area Office,Illegal Dumping,16/09/2011,720406.80,738450.36
302304,AGENT,TEMPLE LANE NORTH TEMPLE HOUSE 2,CLOSED,Central Area Office,Illegal Dumping,15/09/2011,715915.17,735241.83
304252,AGENT,TEMPLE LANE NORTH DUBLIN 1,CLOSED,Central Area Office,Illegal Dumping,20/09/2011,315969,235191
301608,AGENT,FORESTWOOD AVENUE SANTRY AVENUE SANTRY 50-58,CLOSED,North West Area Office,Illegal Dumping,13/09/2011,715771.06,740311.75
302158,AGENT,FENIAN STREET 21/23 DARGAN HOUSE,CLOSED,South East Area Office,Illegal Dumping,14/09/2011,716670.50,733784.33
334532,AGENT,HANOVER STREET WEST 15,CLOSED,South Central Area Office,Illegal Dumping,25/11/2011,714817.39,733610.27
332486,AGENT,SAINT MARY'S PLACE FLATS 1,CLOSED,Central Area Office,Illegal Dumping,21/11/2011,715335.11,735160.11
302524,AGENT,MERCHANT'S ROAD EAST WALL,CLOSED,Central Area Office,Illegal Dumping,15/09/2011,317982,234975
332902,AGENT,RATHDOWN ROAD PHIBSBOROUGH 21,CLOSED,Central Area Office,Illegal Dumping,22/11/2011,714553.61,735537.20
333806,AGENT,MOUNT PROSPECT PARK CLONTARF 24,CLOSED,North Central Area Office,Illegal Dumping,23/11/2011,720522.05,736821.72
